source,source_type,type,_weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid,_journal
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,The News Buoy,ShadGPT,"Mann, Myers and Rivera__0__0__The News Buoy",The News Buoy
City Of Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Niklaus Oberon,2035-02-02 05:00:00,2035-02-02 05:00:00,2035-02-02,The News Buoy,BassLine,"Cain, Simpson and Hernandez__0__0__The News Buoy",The News Buoy
City Of Lomark,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Niklaus Oberon,2035-02-02 05:00:00,2035-02-02 05:00:00,2035-02-02,The News Buoy,BassLine,"Cain, Simpson and Hernandez__0__0__The News Buoy",The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Hernandez-Rojas,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hernandez-Rojas,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Hernandez-Rojas,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hernandez-Rojas,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Cod Table,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald,Haacklee Herald
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Worf Peer,2035-02-02 09:00:00,2035-02-02 09:00:00,2035-02-02,Haacklee Herald,ShadGPT,Kelly-Smith__0__0__Haacklee Herald,Haacklee Herald
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Worf Peer,2035-02-02 09:00:00,2035-02-02 09:00:00,2035-02-02,Haacklee Herald,ShadGPT,Kelly-Smith__0__0__Haacklee Herald,Haacklee Herald
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Worf Peer,2035-02-02 09:00:00,2035-02-02 09:00:00,2035-02-02,Haacklee Herald,ShadGPT,Kelly-Smith__0__0__Haacklee Herald,Haacklee Herald
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Kelly-Smith,Entity.Organization.FishingCompany,Worf Peer,2035-02-02 09:00:00,2035-02-02 09:00:00,2035-02-02,Haacklee Herald,ShadGPT,Kelly-Smith__0__0__Haacklee Herald,Haacklee Herald
City Of Himark,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Kelly-Smith,Entity.Organization.FishingCompany,Worf Peer,2035-02-02 09:00:00,2035-02-02 09:00:00,2035-02-02,Haacklee Herald,ShadGPT,Kelly-Smith__0__0__Haacklee Herald,Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Hines-Douglas,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Hines-Douglas__0__0__The News Buoy,The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily",Lomark Daily
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hines-Douglas,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Hines-Douglas__0__0__The News Buoy,The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily",Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Greta Grass-Hill,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Kelly-Smith__0__0__The News Buoy,The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily",Lomark Daily
City Of Centralia,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Hines-Douglas,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Hines-Douglas__0__0__The News Buoy,The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily",Lomark Daily
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hines-Douglas,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Hines-Douglas__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Greta Grass-Hill,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Kelly-Smith__0__0__The News Buoy,The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily",Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Kelly-Smith__0__0__The News Buoy,The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily",Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Wrasse Beds,Entity.Location.Region,Greta Grass-Hill,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Kelly-Smith__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hernandez-Rojas,Entity.Organization.FishingCompany,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hernandez-Rojas,Entity.Organization.FishingCompany,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing,0.5,Cod Table,Entity.Location.Region,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy,The News Buoy
Oka Charter Boat Transport OJSC,Entity.Organization.Company,Event.Criticize,-1.0,Marine Sentinels Initiative,Entity.Organization.NGO,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
Oka Charter Boat Transport OJSC,Entity.Organization.Company,Event.Fishing.OverFishing,-1.0,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,Oka Charter Boat Transport OJSC,Entity.Organization.Company,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
Oka Charter Boat Transport OJSC,Entity.Organization.Company,Event.Fishing.OverFishing,-1.0,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1.0,Oka Charter Boat Transport OJSC,Entity.Organization.Company,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
Oka Charter Boat Transport OJSC,Entity.Organization.Company,Event.Fishing.OverFishing,-1.0,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald,Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald",Haacklee Herald
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald",Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald",Haacklee Herald
City Of Lomark,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald",Haacklee Herald
"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald",Haacklee Herald
"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald",Haacklee Herald
Hughes-Clark,Entity.Organization.FishingCompany,Event.Invest,1.0,Sustainable_nets,Entity.Commodity,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily,Lomark Daily
Hughes-Clark,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy,The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily,Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily,Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing,0.5,Wrasse Beds,Entity.Location.Region,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily,Lomark Daily
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hines-Douglas,Entity.Organization.FishingCompany,Melinda Manning,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Hughes-Clark,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy,The News Buoy
City Of Himark,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Kelly-Smith,Entity.Organization.FishingCompany,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily,Lomark Daily
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hines-Douglas,Entity.Organization.FishingCompany,Melinda Manning,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily,Lomark Daily
Hughes-Clark,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy,The News Buoy
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Hughes-Clark,Entity.Organization.FishingCompany,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy,The News Buoy
Hughes-Clark,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy,The News Buoy
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Efficiency,Entity.Commodity,Melinda Manning,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1.0,Tuna Shelf,Entity.Location.Region,Melinda Manning,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Aid,1.0,Marine_Sanctuary,Entity.Organization,Melinda Manning,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
City Of Himark,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hughes-Clark,Entity.Organization.FishingCompany,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy,The News Buoy
City Of Himark,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Hughes-Clark,Entity.Organization.FishingCompany,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy,The News Buoy
City Of Lomark,Entity.Organization.GovernmentOrg,Event.Applaud,1.0,Kelly-Smith,Entity.Organization.FishingCompany,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Tracking_System,Entity.Commodity,Melinda Manning,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1.0,Safety,Entity.Commodity,Melinda Manning,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily,Lomark Daily
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1.0,Hughes-Clark,Entity.Organization.FishingCompany,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy,The News Buoy
