source,source_type,type,weight,target,target_type,_last_edited_by,_last_edited_date,_date_added,_date,_raw_source,_algorithm,_articleid
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Transaction,0,Wilcox-Nelson,Entity.Organization.FishingCompany,Greta Grass-Hill,2035-02-02 00:00:00,2035-02-02 00:00:00,2035-02-02,The News Buoy,ShadGPT,Castillo-Elliott__0__0__The News Buoy
Castillo-Elliott,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Greta Grass-Hill,2035-02-02 00:00:00,2035-02-02 00:00:00,2035-02-02,The News Buoy,ShadGPT,Castillo-Elliott__0__0__The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Haenyeo Hyun-Ki,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Mann, Myers and Rivera__0__0__Haacklee Herald"
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Haenyeo Hyun-Ki,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Mann, Myers and Rivera__0__0__Haacklee Herald"
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,The News Buoy,ShadGPT,"Mann, Myers and Rivera__0__0__The News Buoy"
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Greta Grass-Hill,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,The News Buoy,ShadGPT,"Mann, Myers and Rivera__0__0__The News Buoy"
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Transaction,0,Frank Group,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Mann, Myers and Rivera__0__0__Haacklee Herald"
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Haenyeo Hyun-Ki,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Mann, Myers and Rivera__0__0__Haacklee Herald"
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Transaction,0,Flores Ltd,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Mann, Myers and Rivera__0__0__Haacklee Herald"
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Haenyeo Hyun-Ki,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Mann, Myers and Rivera__0__0__Haacklee Herald"
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Greta Grass-Hill,2035-02-02 03:00:00,2035-02-02 03:00:00,2035-02-02,The News Buoy,ShadGPT,"Mann, Myers and Rivera__0__0__The News Buoy"
City Of Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Niklaus Oberon,2035-02-02 05:00:00,2035-02-02 05:00:00,2035-02-02,The News Buoy,BassLine,"Cain, Simpson and Hernandez__0__0__The News Buoy"
City Of Lomark,Entity.Organization.GovernmentOrg,Event.Applaud,1,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Niklaus Oberon,2035-02-02 05:00:00,2035-02-02 05:00:00,2035-02-02,The News Buoy,BassLine,"Cain, Simpson and Hernandez__0__0__The News Buoy"
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Tuna Shelf,Entity.Location.Region,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1,Hernandez-Rojas,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,Hernandez-Rojas,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1,Hernandez-Rojas,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Transaction,0,Wilcox-Nelson,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,Hernandez-Rojas,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Communication.Conference,1,Franco-Stuart,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Transaction,0,Rosario-Melendez,Entity.Organization.FishingCompany,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Transaction,0,Ross-Curtis,Entity.Organization.Company,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Pelagia Alethea Mordoch,2035-02-02 06:00:00,2035-02-02 06:00:00,2035-02-02,Haacklee Herald,BassLine,Hernandez-Rojas__0__0__Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing,0,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Cod Table,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald
Harper Inc,Entity.Organization.FishingCompany,Event.Transaction,0,Cuevas PLC,Entity.Organization.FishingCompany,Jack Inch,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Lomark Daily,BassLine,Harper Inc__0__0__Lomark Daily
Hines-Douglas,Entity.Organization.FishingCompany,Event.Communication.Conference,1,"Clements, Allen and Sullivan",Entity.Organization.FishingCompany,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Tuna Shelf,Entity.Location.Region,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald
Hines-Douglas,Entity.Organization.FishingCompany,Event.Transaction,0,Bowers Group,Entity.Organization.FishingCompany,Niklaus Oberon,2035-02-02 08:00:00,2035-02-02 08:00:00,2035-02-02,Haacklee Herald,BassLine,Hines-Douglas__0__0__Haacklee Herald
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Wrasse Beds,Entity.Location.Region,Worf Peer,2035-02-02 09:00:00,2035-02-02 09:00:00,2035-02-02,Haacklee Herald,ShadGPT,Kelly-Smith__0__0__Haacklee Herald
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Worf Peer,2035-02-02 09:00:00,2035-02-02 09:00:00,2035-02-02,Haacklee Herald,ShadGPT,Kelly-Smith__0__0__Haacklee Herald
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,Kelly-Smith,Entity.Organization.FishingCompany,Worf Peer,2035-02-02 09:00:00,2035-02-02 09:00:00,2035-02-02,Haacklee Herald,ShadGPT,Kelly-Smith__0__0__Haacklee Herald
City Of Himark,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,Kelly-Smith,Entity.Organization.FishingCompany,Worf Peer,2035-02-02 09:00:00,2035-02-02 09:00:00,2035-02-02,Haacklee Herald,ShadGPT,Kelly-Smith__0__0__Haacklee Herald
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1,Hines-Douglas,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Hines-Douglas__0__0__The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily"
Hines-Douglas,Entity.Organization.FishingCompany,Event.Communication.Conference,1,"Walker, Erickson and Blake",Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Hines-Douglas__0__0__The News Buoy
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,Hines-Douglas,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Hines-Douglas__0__0__The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily"
Kelly-Smith,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Greta Grass-Hill,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Kelly-Smith__0__0__The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Transaction,0,Castillo-Elliott,Entity.Organization.FishingCompany,Greta Grass-Hill,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Kelly-Smith__0__0__The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Communication.Conference,1,"Taylor, Prince and Sherman",Entity.Organization.FishingCompany,Greta Grass-Hill,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Kelly-Smith__0__0__The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily"
City Of Centralia,Entity.Organization.GovernmentOrg,Event.Applaud,1,Hines-Douglas,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Hines-Douglas__0__0__The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily"
City Of Centralia,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,Hines-Douglas,Entity.Organization.FishingCompany,Haenyeo Hyun-Ki,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Hines-Douglas__0__0__The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Wrasse Beds,Entity.Location.Region,Greta Grass-Hill,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Kelly-Smith__0__0__The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Greta Grass-Hill,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,The News Buoy,ShadGPT,Kelly-Smith__0__0__The News Buoy
"Mann, Myers and Rivera",Entity.Organization.FishingCompany,Event.Invest,1,Efficiency,Entity.Commodity,Junior Shurdlu,2035-02-02 10:00:00,2035-02-02 10:00:00,2035-02-02,Lomark Daily,BassLine,"Mann, Myers and Rivera__0__0__Lomark Daily"
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,Hernandez-Rojas,Entity.Organization.FishingCompany,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,Hernandez-Rojas,Entity.Organization.FishingCompany,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Transaction,0,Cook PLC,Entity.Organization.FishingCompany,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy
Hernandez-Rojas,Entity.Organization.FishingCompany,Event.Fishing,0,Cod Table,Entity.Location.Region,Clepper Jessen,2035-02-02 11:00:00,2035-02-02 11:00:00,2035-02-02,The News Buoy,BassLine,Hernandez-Rojas__0__0__The News Buoy
Oka Charter Boat Transport OJSC,Entity.Organization.Company,Event.Criticize,-1,Marine Sentinels Initiative,Entity.Organization.NGO,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
Oka Charter Boat Transport OJSC,Entity.Organization.Company,Event.Fishing.OverFishing,-1,Wrasse Beds,Entity.Location.Region,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Oka Charter Boat Transport OJSC,Entity.Organization.Company,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
City Of Port Grove,Entity.Organization.GovernmentOrg,Event.CertificateIssued.Summons,-1,Oka Charter Boat Transport OJSC,Entity.Organization.Company,Harvey Janus,2035-02-02 12:00:00,2035-02-02 12:00:00,2035-02-02,Haacklee Herald,ShadGPT,Jones Group__0__0__Haacklee Herald
City Of Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald"
City Of Lomark,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald"
City Of Paackland,Entity.Organization.GovernmentOrg,Event.Applaud,1,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald"
City Of Lomark,Entity.Organization.GovernmentOrg,Event.Applaud,1,"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald"
"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Event.Communication.Conference,1,"Brown, Clarke and Martinez",Entity.Organization.FishingCompany,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald"
"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Event.Invest,1,Safety,Entity.Commodity,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald"
"Cain, Simpson and Hernandez",Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Junior Shurdlu,2035-02-02 13:00:00,2035-02-02 13:00:00,2035-02-02,Haacklee Herald,ShadGPT,"Cain, Simpson and Hernandez__0__0__Haacklee Herald"
Hughes-Clark,Entity.Organization.FishingCompany,Event.Invest,1,Sustainable_nets,Entity.Commodity,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Fishing,0,Wrasse Beds,Entity.Location.Region,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily
Hughes-Clark,Entity.Organization.FishingCompany,Event.Fishing.SustainableFishing,1,Tuna Shelf,Entity.Location.Region,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy
Kelly-Smith,Entity.Organization.FishingCompany,Event.Communication.Conference,1,"Jones, Davis and Grant",Entity.Organization.FishingCompany,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Transaction,0,"Rasmussen, Nelson and King",Entity.Organization.FishingCompany,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Invest,1,Tracking_System,Entity.Commodity,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Aid,1,Marine_Sanctuary,Entity.Organization,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Transaction,0,Frank Group,Entity.Organization.FishingCompany,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily
Kelly-Smith,Entity.Organization.FishingCompany,Event.Transaction,0,Jefferson Inc,Entity.Organization.Company,Worf Peer,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,ShadGPT,Kelly-Smith__0__0__Lomark Daily
City Of South Paackland,Entity.Organization.GovernmentOrg,Event.CertificateIssued,1,Hines-Douglas,Entity.Organization.FishingCompany,Melinda Manning,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,Lomark Daily,BassLine,Hines-Douglas__0__0__Lomark Daily
Hughes-Clark,Entity.Organization.FishingCompany,Event.Transaction,0,Horn and Sons,Entity.Organization.FishingCompany,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy
Hughes-Clark,Entity.Organization.FishingCompany,Event.Transaction,0,Thompson-Padilla,Entity.Organization.FishingCompany,Harvey Janus,2035-02-02 14:00:00,2035-02-02 14:00:00,2035-02-02,The News Buoy,BassLine,Hughes-Clark__0__0__The News Buoy
